23.01.2026                                                                                 Salida dinámica de lista                                                                                         1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Ce. |Alm.|CMv|Razión|Registrado|Hora    |Doc.mat.  |Usuario   |Fecha doc.|Material|Texto breve de material                 |Lote  |Cantidad|   Impte.ML|Txt.cab.doc.  |Pedido|Proveedor|Txt clase-mov.    |
| 4100|4170|YR1|  2521|02.02.2025|05:16:07|7810069479|WF-BATCH  |01.02.2025|50491846|EKOS DES HID CAST WINNY 24 400ML        |ZA0005|      1-|     1.932-|4170 258884585|      |         |SM Ventas Retail  |
| 4100|4170|YR1|  2521|02.02.2025|05:16:07|7809876423|WF-BATCH  |01.02.2025|50496658|TODODIA DES SPRAY LIMAO 200ML           |ZB0031|      1-|     1.377-|4170 258884581|      |         |SM Ventas Retail  |
| 4100|4152|YR1|  2521|02.02.2025|05:16:06|7810068533|UC4USER   |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0022|      1-|     1.282-|4152 258722827|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810069100|WF-BATCH  |01.02.2025|50270724|EKOS RF POLPA CORPO TUKUMA 400ML        |Z50005|      1-|     1.596-|4169 258849213|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810068472|WF-BATCH  |01.02.2025|50353211|UNA SERUM LABIAL ROXO TERC              |Y7W001|      1-|     1.539-|4169 258849204|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810068531|WF-BATCH  |01.02.2025|50369143|CHRONOS SERUM CLAREADOR INTENSIVO NV    |Z50008|      1-|     2.315-|4169 258842819|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810069581|WF-BATCH  |01.02.2025|50374163|NATURA HOMEM DES ROLLON ANTIMAN 75ML NV |ZB0017|      1-|       594-|4169 258842816|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810068809|WF-BATCH  |01.02.2025|50417408|UNA ESMALTE 3D GEL ENERGIA 815 TERC     |Y4FB01|      1-|       955-|4169 258842807|      |         |SM Ventas Retail  |
| 4100|4153|YR1|  2521|02.02.2025|05:16:04|7810068532|UC4USER   |01.02.2025|50462344|LUMINA RF COND CR PENTEAR CACHOS 300ML  |Z80003|      1-|       884-|4153 258792020|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810015326|WF-BATCH  |01.02.2025|50496658|TODODIA DES SPRAY LIMAO 200ML           |ZB0037|      1-|     1.377-|4169 258849203|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810068916|WF-BATCH  |01.02.2025|50506705|TODODIA DES HID LIMAO 400ML LTM         |ZC0016|      1-|     1.480-|4169 258842806|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810066938|WF-BATCH  |01.02.2025|50506705|TODODIA DES HID LIMAO 400ML LTM         |ZC0016|      1-|     1.480-|4169 258849211|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:04|7810057220|WF-BATCH  |01.02.2025|50506705|TODODIA DES HID LIMAO 400ML LTM         |ZC0016|      1-|     1.480-|4169 258842810|      |         |SM Ventas Retail  |
| 4100|4153|YR1|  2521|02.02.2025|05:16:02|7810068530|UC4USER   |01.02.2025|50311777|TODODIA FRUTA ROJAS HID MAOS 50ML       |Z90010|      1-|       521-|4153 258854546|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810069579|WF-BATCH  |01.02.2025|50272690|UNA BATOM MATTE INTRANSF NUDE 6M TERC   |Z8WE01|      1-|     1.736-|4169 258842795|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810000227|WF-BATCH  |01.02.2025|50310436|EKOS ENCANTO FLORES EDP LTM             |W70004|      1-|     3.361-|4169 258849198|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810069012|WF-BATCH  |01.02.2025|50320918|HUMOR BEIJO MASC EDT 75ML LTM           |Z40005|      1-|     2.718-|4169 258842793|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810069580|WF-BATCH  |01.02.2025|50460790|LUMINA RF SH ANTICASPA 300ML            |Z90003|      1-|     1.370-|4169 258849200|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810000226|WF-BATCH  |01.02.2025|50462480|LUMINA SH RECONSTRUCAO 300ML PS         |Z60009|      1-|     1.130-|4169 258849192|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810069205|WF-BATCH  |01.02.2025|50496658|TODODIA DES SPRAY LIMAO 200ML           |ZB0037|      1-|     1.377-|4169 258842806|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:16:01|7810057219|WF-BATCH  |01.02.2025|50496705|TODODIA DES CORP SPRAY MANGA 200ML      |ZA0021|      1-|     1.316-|4169 258849197|      |         |SM Ventas Retail  |
| 4100|4153|YR1|  2521|02.02.2025|05:16:00|7810068529|UC4USER   |01.02.2025|50311777|TODODIA FRUTA ROJAS HID MAOS 50ML       |Z90010|      1-|       521-|4153 258854546|      |         |SM Ventas Retail  |
| 4100|4154|YR1|  2521|02.02.2025|05:15:59|7810068528|UC4USER   |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |YC0001|      1-|     2.091-|4154 258804267|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810069675|WF-BATCH  |01.02.2025|50270696|EKOS HID POLP ESF CASTANHA 200G TERC    |Z1LL11|      1-|     2.399-|4169 258842791|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7809876422|WF-BATCH  |01.02.2025|50388036|EKOS MASCARA COND PATAUA NFV 200G LTM   |Z90009|      1-|     1.465-|4169 258842791|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810069204|WF-BATCH  |01.02.2025|50440512|CHRONOSAS 60 FPS 30 DIA 40G GAIA PS     |Z90003|      1-|     2.766-|4169 258849179|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810069011|WF-BATCH  |01.02.2025|50440521|CHRONOS REF AGUA MICELAR GAIA 150ML PS  |Z40001|      1-|       762-|4169 258849180|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810062038|WF-BATCH  |01.02.2025|50440521|CHRONOS REF AGUA MICELAR GAIA 150ML PS  |Z40001|      1-|       762-|4169 258842791|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810068526|WF-BATCH  |01.02.2025|50440529|CHRONOS AS 60 NOITE 40G GAIA PS         |Z90003|      1-|     2.339-|4169 258849179|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810069203|WF-BATCH  |01.02.2025|50460835|LUMINA RF SH ANTIOLEOSIDADE 300ML       |ZA0005|      1-|       930-|4169 258849175|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:58|7810069478|WF-BATCH  |01.02.2025|50460838|LUMINA RF COND ANTIOLEOSIDADE 300ML     |Z60002|      1-|       715-|4169 258849175|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:15:57|7810068527|UC4USER   |01.02.2025|50325626|EKOS FRESCOR ACAI EDT 150ML LTM         |Z80008|      1-|     2.329-|4155 258821702|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7810068808|WF-BATCH  |01.02.2025|50351462|UNA CANETA DELIN SOBRAN CAST TERC       |Y3WN03|      1-|     1.657-|4169 258842785|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7810069674|WF-BATCH  |01.02.2025|50374163|NATURA HOMEM DES ROLLON ANTIMAN 75ML NV |ZB0017|      1-|       594-|4169 258849165|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:55|7810068525|UC4USER   |01.02.2025|50374275|NATURA HOMEM EDP POTEN MASC 100ML LTM NV|ZA0013|      1-|     4.585-|4156 258799037|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7809829372|WF-BATCH  |01.02.2025|50440511|CHRONOS AS 80 NOITE 40G GAIA PS         |YC0001|      1-|     2.571-|4169 258849173|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7810069383|WF-BATCH  |01.02.2025|50460837|LUMINA COND ANTIQUEDA 300ML PS          |Z60005|      1-|       957-|4169 258849166|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7810069673|WF-BATCH  |01.02.2025|50496658|TODODIA DES SPRAY LIMAO 200ML           |ZB0037|      1-|     1.377-|4169 258842785|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7810069382|WF-BATCH  |01.02.2025|50496705|TODODIA DES CORP SPRAY MANGA 200ML      |ZA0021|      1-|     1.316-|4169 258849162|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:55|7810069202|WF-BATCH  |01.02.2025|50506705|TODODIA DES HID LIMAO 400ML LTM         |ZC0016|      1-|     1.480-|4169 258842785|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:54|7810069286|WF-BATCH  |01.02.2025|50462490|LUMINA SH BRILHO COR 300ML PS           |ZB0010|      1-|       976-|4169 258842786|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:53|7810068524|UC4USER   |01.02.2025|50353071|UNA MASCARA CILIOS 2 EM 1 TERC          |ZBFC06|      1-|     3.006-|4161 258778876|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7809876421|WF-BATCH  |01.02.2025|50353070|UNA MASCAR CILIOS ALON INFIN PROVAG TERC|Z2FC12|      1-|     2.088-|4169 258842777|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7809829371|WF-BATCH  |01.02.2025|50353282|UNA MASCARA CILIOS SECRET TERC          |Z2FC09|      1-|     3.482-|4169 258849151|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7810069200|WF-BATCH  |01.02.2025|50374163|NATURA HOMEM DES ROLLON ANTIMAN 75ML NV |ZB0017|      1-|       594-|4169 258849157|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7810057218|WF-BATCH  |01.02.2025|50460790|LUMINA RF SH ANTICASPA 300ML            |Z90003|      1-|     1.370-|4169 258849156|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7810015325|WF-BATCH  |01.02.2025|50462490|LUMINA SH BRILHO COR 300ML PS           |ZB0010|      1-|       976-|4169 258849159|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7810068915|WF-BATCH  |01.02.2025|50462490|LUMINA SH BRILHO COR 300ML PS           |ZB0010|      1-|       976-|4169 258849158|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7810069381|WF-BATCH  |01.02.2025|50496658|TODODIA DES SPRAY LIMAO 200ML           |ZB0037|      1-|     1.377-|4169 258849162|      |         |SM Ventas Retail  |
| 4100|4169|YR1|  2521|02.02.2025|05:15:52|7810069201|WF-BATCH  |01.02.2025|50506705|TODODIA DES HID LIMAO 400ML LTM         |ZC0016|      1-|     1.480-|4169 258849162|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:51|7810069285|WF-BATCH  |01.02.2025|50368983|TODODIA DES SPRAY PERF FRUTAS VERM 200ML|Z90025|      1-|     1.327-|4168 258845044|      |         |SM Ventas Retail  |
| 4100|4168|YR2|  2519|02.02.2025|05:15:49|7810069577|WF-BATCH  |01.02.2025|50314432|TODODIA SAB BARRA MANGAROSA 5X90G       |Y40010|      1 |     1.278 |4168 5019176  |      |         |DM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:49|7810068523|WF-BATCH  |01.02.2025|50369400|TODODIA FRAMBOESA SAB EM BARRA 5X90G    |Z70029|      1-|     1.315-|4168 258865800|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:49|7810066937|WF-BATCH  |01.02.2025|50374206|EKOS MULTIPACK CRM ESF CRM 4X100G NV    |Y90035|      1-|     1.844-|4168 258845037|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:49|7810069477|WF-BATCH  |01.02.2025|50413535|FACES CLAREA FACIAL PELE M O FPS15 S CT |Z80021|      1-|       855-|4168 258845037|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:49|7810015324|WF-BATCH  |01.02.2025|50460837|LUMINA COND ANTIQUEDA 300ML PS          |ZB0014|      1-|       957-|4168 258865801|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:49|7809876420|WF-BATCH  |01.02.2025|50496705|TODODIA DES CORP SPRAY MANGA 200ML      |ZA0021|      1-|     1.316-|4168 258845036|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:49|7810069578|WF-BATCH  |01.02.2025|50496705|TODODIA DES CORP SPRAY MANGA 200ML      |ZA0021|      1-|     1.316-|4168 258865802|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810068807|WF-BATCH  |01.02.2025|50314432|TODODIA SAB BARRA MANGAROSA 5X90G       |Y40010|      1-|     1.278-|4168 258865786|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7809962341|WF-BATCH  |01.02.2025|50357345|UNA LAPIS RET SOBRANC CASTANHO TERC     |Y7FC01|      1-|     1.334-|4168 258865783|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810069575|WF-BATCH  |01.02.2025|50368979|Natura K, 100mL                         |Z80005|      1-|     7.146-|4168 258845030|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810069576|WF-BATCH  |01.02.2025|50368983|TODODIA DES SPRAY PERF FRUTAS VERM 200ML|Z90025|      1-|     1.327-|4168 258865776|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810069476|WF-BATCH  |01.02.2025|50374163|NATURA HOMEM DES ROLLON ANTIMAN 75ML NV |ZB0017|      1-|       594-|4168 258865798|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810068522|WF-BATCH  |01.02.2025|50374206|EKOS MULTIPACK CRM ESF CRM 4X100G NV    |Y90035|      1-|     1.844-|4168 258865792|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810062037|WF-BATCH  |01.02.2025|50462480|LUMINA SH RECONSTRUCAO 300ML PS         |Z60009|      1-|     1.130-|4168 258845034|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810069475|WF-BATCH  |01.02.2025|50462490|LUMINA SH BRILHO COR 300ML PS           |ZB0010|      1-|       976-|4168 258865794|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:46|7810000225|WF-BATCH  |01.02.2025|50496705|TODODIA DES CORP SPRAY MANGA 200ML      |ZA0021|      1-|     1.316-|4168 258865780|      |         |SM Ventas Retail  |
| 4100|4162|YR1|  2521|02.02.2025|05:15:45|7810057217|WF-BATCH  |01.02.2025|50353210|UNA SERUM LABIAL ROSA TERC              |Z7W001|      1-|     1.539-|4162 258875051|      |         |SM Ventas Retail  |
| 4100|4168|YR1|  2521|02.02.2025|05:15:45|7810069284|WF-BATCH  |01.02.2025|50460790|LUMINA RF SH ANTICASPA 300ML            |ZA0005|      1-|     1.370-|4168 258845022|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:43|7810069009|WF-BATCH  |01.02.2025|50325626|EKOS FRESCOR ACAI EDT 150ML LTM         |Z30005|      1-|     2.329-|4161 258778871|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:43|7810062036|WF-BATCH  |01.02.2025|50350246|UNA REF BASE HD 20N                     |Y80004|      1-|     1.747-|4161 258778871|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:43|7810068521|WF-BATCH  |01.02.2025|50353071|UNA MASCARA CILIOS 2 EM 1 TERC          |ZBFC06|      1-|     3.006-|4161 258778876|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:43|7809876419|WF-BATCH  |01.02.2025|50379934|EKOS FRESCOR PITANGA PRETA EDT 150ML LTM|YA0016|      1-|     2.568-|4161 258798174|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:43|7810069010|WF-BATCH  |01.02.2025|50460816|LUMINA SPRAY HIDRA 150ML TERC PS        |Z7F012|      1-|     1.779-|4161 258778873|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:43|7810069380|WF-BATCH  |01.02.2025|50514159|LUMINA RF COND MASC ANTIQUEDA 250ML     |Z50001|      1-|     1.168-|4161 258798177|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810069008|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |Z70016|      1-|     1.863-|4161 258778867|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810069379|WF-BATCH  |01.02.2025|50294005|EKOS POLPA CRP CASTANHA 400ML TUT LATAM |Z70016|      1-|     1.863-|4161 258798150|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7809829370|WF-BATCH  |01.02.2025|50353210|UNA SERUM LABIAL ROSA TERC              |Z7W001|      1-|     1.539-|4161 258778866|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810057216|WF-BATCH  |01.02.2025|50422458|TODODIA RF HID DES CORP MANGA 400ML     |Z20001|      1-|     1.101-|4161 258798155|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810068471|WF-BATCH  |01.02.2025|50449714|EKOS SAB LIQ MAOS MARACUJA 250ML        |Z90003|      1-|     1.210-|4161 258798161|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810068520|WF-BATCH  |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |YC0001|      1-|     2.091-|4161 258798150|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810069007|WF-BATCH  |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |YC0001|      1-|     2.091-|4161 258798150|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:39|7810069099|WF-BATCH  |01.02.2025|50459472|UNA BATOM EXT CONFORTO FPS25 VERMELHO   |Z20003|      1-|     1.102-|4161 258798149|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:36|7810069006|WF-BATCH  |01.02.2025|50329897|EKOS DES HID CORP ACAI 400ML LTM        |Z20003|      1-|     1.721-|4161 258798146|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810068914|WF-BATCH  |01.02.2025|50330582|EKOS RF SAB LIQ ESFOL PITANGA 185ML     |Z90004|      1-|     1.069-|4156 258799066|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810069098|WF-BATCH  |01.02.2025|50388034|EKOS MASCARA COND MURUMURU NFV 200G LTM |Z90008|      1-|     1.311-|4156 258799074|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810041359|WF-BATCH  |01.02.2025|50388034|EKOS MASCARA COND MURUMURU NFV 200G LTM |Z90008|      1-|     1.311-|4156 258799247|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810068519|WF-BATCH  |01.02.2025|50390014|ESSENCIAL UNICO MASC EDP 90ML LTM       |Z60001|      1-|     6.344-|4156 258799060|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810068518|WF-BATCH  |01.02.2025|50398687|TODODIA HID DES CORP FRAMB LT 400ML     |ZC0022|      1-|     1.282-|4156 258799237|      |         |SM Ventas Retail  |
| 4100|4161|YR1|  2521|02.02.2025|05:15:36|7810015323|WF-BATCH  |01.02.2025|50450331|UNA  PRIMER BLUR BF 30ML                |Z70024|      1-|     1.403-|4161 258798146|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810015322|WF-BATCH  |01.02.2025|50462346|LUMINA SH MATIZACAO 300ML PS            |ZC0018|      1-|     1.174-|4156 258799064|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810062035|WF-BATCH  |01.02.2025|50463369|UNA BATOM ULTRA CARE 24H ROSE 2C 7ML    |Z80004|      1-|     1.143-|4156 258799077|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810069283|WF-BATCH  |01.02.2025|50472291|EKOS OLEO DES TRIF MARACUJA ES 200ML    |Z10002|      1-|     1.721-|4156 258799238|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7810066936|WF-BATCH  |01.02.2025|50500439|EKOS CASTANHA SAB BARRA 100G            |Z80003|      1-|       562-|4156 258799060|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:36|7809829369|WF-BATCH  |01.02.2025|50514157|LUMINA RF SH MATIZACAO 300ML            |Z50001|      1-|     1.243-|4156 258799064|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:34|7810069097|WF-BATCH  |01.02.2025|50500439|EKOS CASTANHA SAB BARRA 100G            |Z80003|      1-|       562-|4156 258799056|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810057215|WF-BATCH  |01.02.2025|50308142|TODODIA RF SAB LIQ FRU VERME 300ML      |Z50007|      1-|       799-|4156 258799235|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810069574|WF-BATCH  |01.02.2025|50376067|ERVA DOCE SAB LIQ MAOS 250ML            |ZA0021|      1-|     1.563-|4156 258799237|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810069282|WF-BATCH  |01.02.2025|50394920|MMBB LOCAO HID TRADICIONAL 200ML NV     |ZB0032|      1-|     1.296-|4156 258799051|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810068913|WF-BATCH  |01.02.2025|50399657|TODODIA RF HID DES CORP FRU VER 400ML   |ZC0022|      1-|       971-|4156 258799053|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810069199|WF-BATCH  |01.02.2025|50440531|CHRONOS ESFOL TRIPLA ACAO 50G GAIA PS   |ZB0017|      1-|     1.420-|4156 258799052|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810069096|WF-BATCH  |01.02.2025|50462346|LUMINA SH MATIZACAO 300ML PS            |ZC0018|      1-|     1.174-|4156 258799054|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:33|7810062034|WF-BATCH  |01.02.2025|50500439|EKOS CASTANHA SAB BARRA 100G            |Z80003|      1-|       562-|4156 258799233|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810000224|WF-BATCH  |01.02.2025|50308634|EKOS PITANGA EDT FEMININO 150ML LTM     |Y30001|      1-|     2.423-|4156 258799047|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810069198|WF-BATCH  |01.02.2025|50308634|EKOS PITANGA EDT FEMININO 150ML LTM     |Y30001|      1-|     2.423-|4156 258799048|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810068912|WF-BATCH  |01.02.2025|50360475|CHRONOS SERUM PREENCHEDOR BIOHIDRAT 30ML|Z30003|      1-|     2.981-|4156 258799231|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810068805|WF-BATCH  |01.02.2025|50399657|TODODIA RF HID DES CORP FRU VER 400ML   |ZC0022|      1-|       971-|4156 258799045|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810068806|WF-BATCH  |01.02.2025|50451472|EKOS SAB BARRA SORTIDOS 4X100G          |Z10001|      1-|     2.091-|4156 258799046|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810057214|WF-BATCH  |01.02.2025|50496719|TODODIA RF DES HID LIMAO 400ML          |ZB0011|      1-|     1.132-|4156 258799049|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:30|7810069005|WF-BATCH  |01.02.2025|50500439|EKOS CASTANHA SAB BARRA 100G            |Z80003|      1-|       562-|4156 258799043|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:15:27|7810000223|WF-BATCH  |01.02.2025|50305366|NATURA HOMEM CORAGIO EDP 100ML LTM      |Z90012|      1-|     6.238-|4155 258821713|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:15:27|7810069378|WF-BATCH  |01.02.2025|50308142|TODODIA RF SAB LIQ FRU VERME 300ML      |Z80013|      1-|       799-|4155 258821716|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:27|7810015321|WF-BATCH  |01.02.2025|50308142|TODODIA RF SAB LIQ FRU VERME 300ML      |Z50007|      1-|       799-|4156 258799230|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:15:27|7810069004|WF-BATCH  |01.02.2025|50311777|TODODIA FRUTA ROJAS HID MAOS 50ML       |Z90009|      1-|       521-|4155 258806245|      |         |SM Ventas Retail  |
| 4100|4155|YR1|  2521|02.02.2025|05:15:27|7810069003|WF-BATCH  |01.02.2025|50325626|EKOS FRESCOR ACAI EDT 150ML LTM         |Z80008|      1-|     2.329-|4155 258806252|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:27|7810068804|WF-BATCH  |01.02.2025|50367722|KAIAK OCEANO FEM EDT 100ML LTM          |Z20003|      1-|     3.105-|4156 258799033|      |         |SM Ventas Retail  |
| 4100|4156|YR1|  2521|02.02.2025|05:15:27|7809876418|WF-BATCH  |01.02.2025|50373975|EKOS SH MURUMURU NFV 300ML LTM          |ZA0018|      1-|     1.225-|4156 258799038|      |         |SM Ventas Retail  |
